State,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
T,S,0.05,0.04,0.94,-0.06,-7.26,-4.09,-13.44,41.72,-400.00
T,S,0.04,0.02,0.92,14.83,-8.54,-4.52,-13.44,41.72,-400.00
T,S,0.03,0.04,1.00,15.44,0.06,-5.43,-13.44,41.72,-400.00
T,S,0.04,0.05,1.00,3.48,2.93,-5.07,-13.31,41.63,-400.00
T,S,0.04,0.03,0.94,-2.69,3.66,-3.60,-13.31,41.63,-400.00
T,S,0.02,0.01,1.01,15.26,-0.98,-4.58,-13.31,41.63,-400.00
T,S,0.01,0.02,0.97,11.11,-0.92,-8.00,-13.31,41.63,-400.00
T,S,0.03,0.05,0.99,18.55,2.01,-8.54,-13.68,41.69,-400.00
T,S,0.02,0.06,1.02,10.50,5.49,-6.16,-13.68,41.69,-400.00
T,S,0.01,0.07,1.03,3.54,-1.95,-3.78,-13.68,41.69,-400.00
T,S,0.02,0.08,1.01,-1.65,-4.52,13.73,-13.93,42.11,-400.00
T,S,0.01,0.07,0.99,-5.62,-1.95,4.27,-13.93,42.11,-400.00
T,S,0.03,0.03,1.01,-2.20,-2.26,7.75,-13.93,42.11,-400.00
T,S,0.03,0.00,1.00,-12.27,0.06,8.36,-13.59,41.64,-400.00
T,S,0.03,0.00,0.97,-12.76,1.28,6.47,-13.59,41.64,-400.00
T,S,0.03,0.02,0.98,4.64,-1.65,2.20,-13.59,41.64,-400.00
T,S,0.02,0.04,1.00,13.37,-2.38,-0.67,-13.59,41.64,-400.00
T,S,0.02,0.06,1.01,6.04,-0.31,-0.43,-13.55,41.74,-400.00
T,S,0.03,0.09,1.01,2.32,0.43,1.71,-13.55,41.74,-400.00
T,S,0.04,0.06,0.98,-0.43,-3.72,8.36,-13.55,41.74,-400.00
T,S,0.02,-0.00,0.98,10.44,-5.13,9.22,-13.50,41.32,-400.00
T,S,0.02,-0.00,0.98,12.15,-2.93,1.83,-13.50,41.32,-400.00
T,S,0.01,0.06,1.00,12.21,-1.34,-0.43,-13.50,41.32,-400.00
T,S,0.03,0.12,1.00,10.01,-5.62,2.44,-13.50,41.32,-400.00
T,S,0.02,0.09,0.98,2.32,-10.31,12.39,-12.85,41.98,-400.00
T,S,-0.01,0.05,0.93,-0.49,-11.29,14.77,-12.85,41.98,-400.00
T,S,-0.02,0.04,0.96,7.63,-9.83,11.96,-12.85,41.98,-400.00
T,S,0.00,0.10,0.91,11.35,-10.74,8.24,-12.32,41.71,-400.00
T,S,0.03,0.12,0.95,17.21,-6.04,16.85,-12.32,41.71,-400.00
T,S,0.05,0.01,0.94,14.34,-5.19,24.05,-12.32,41.71,-400.00
T,S,-0.03,-0.15,0.96,11.35,-5.49,24.90,-12.32,41.97,-400.00
T,S,-0.03,-0.12,0.92,10.25,-2.08,1.53,-11.88,41.97,-400.00
T,S,-0.01,-0.04,0.94,19.59,-2.20,-12.39,-11.88,41.97,-400.00
T,S,-0.01,0.11,1.05,20.69,-3.30,-10.93,-11.88,41.97,-400.00
T,S,-0.01,0.14,1.00,-1.65,-5.07,0.12,-11.76,41.53,-400.00
T,S,-0.02,0.10,1.00,-4.58,-10.80,12.51,-11.76,41.53,-400.00
T,S,-0.02,0.08,0.95,-7.57,-14.34,15.99,-11.76,41.53,-400.00
T,S,-0.03,0.06,0.93,-3.97,-12.51,18.55,-11.56,41.53,-400.00
T,S,0.00,0.05,0.86,-8.73,-6.59,19.84,-11.56,41.53,-400.00
T,S,0.04,0.00,0.85,-3.91,-1.04,25.76,-11.56,41.53,-400.00
T,S,-0.03,-0.13,0.88,-4.03,5.19,24.84,-11.56,41.53,-400.00
T,S,-0.05,-0.10,0.90,10.68,23.56,3.60,-11.25,41.16,-400.00
T,S,0.02,0.05,1.15,30.03,26.98,-8.42,-11.25,41.16,-400.00
T,S,0.03,0.08,1.13,16.30,20.45,1.83,-11.25,41.16,-400.00
T,S,0.02,0.03,1.08,10.44,0.18,7.81,-10.85,41.28,-400.00
T,S,0.01,-0.05,0.99,-1.10,-16.97,12.94,-10.85,41.28,-400.00
T,S,-0.01,-0.11,0.83,-12.02,-16.91,8.61,-10.85,41.28,-400.00
T,S,-0.01,-0.10,0.82,-8.61,-6.10,3.66,-10.85,41.28,-400.00
T,S,0.00,-0.05,0.90,5.00,18.86,-5.86,-10.93,41.99,-400.00
T,S,0.00,0.00,1.04,16.48,27.40,-7.08,-10.93,41.99,-400.00
T,S,-0.02,0.01,1.11,16.97,14.22,-4.76,-10.93,41.99,-400.00
T,S,-0.03,0.00,1.11,10.31,3.60,-4.03,-10.99,41.55,-400.00
T,S,-0.02,0.01,1.04,5.37,-17.27,-3.11,-10.99,41.55,-400.00
T,S,-0.03,0.02,0.92,-12.39,-21.42,-0.98,-10.99,41.55,-400.00
T,S,-0.02,0.02,0.85,-13.98,-14.34,0.92,-10.55,41.14,-400.00
T,S,-0.05,0.02,0.90,3.97,-6.59,-0.06,-10.55,41.14,-400.00
T,S,-0.03,0.04,0.85,2.99,-3.66,-1.95,-10.55,41.14,-400.00
T,S,-0.03,0.01,0.92,8.73,3.48,0.79,-10.55,41.14,-400.00
T,S,-0.03,0.00,0.92,4.15,5.62,0.24,-10.69,41.10,-400.00
T,S,-0.02,0.04,0.95,1.77,6.16,-4.64,-10.69,41.10,-400.00
T,S,-0.01,0.08,0.97,-2.81,9.58,-4.21,-10.69,41.10,-400.00
T,S,-0.00,0.07,0.98,2.87,6.84,-0.49,-11.08,41.15,-400.00
T,S,-0.00,0.03,1.01,4.46,2.93,0.55,-11.08,41.15,-400.00
T,S,-0.02,0.01,0.98,0.12,-2.69,-1.28,-11.08,41.15,-400.00
T,S,-0.02,0.05,0.94,-1.95,-2.81,-6.29,-11.08,41.15,-400.00
T,S,0.00,0.08,0.95,1.65,-1.83,-5.74,-11.35,41.06,-400.00
T,S,-0.00,0.07,0.92,6.23,0.73,-3.42,-11.35,41.06,-400.00
T,S,-0.03,0.03,0.99,11.60,8.91,-0.67,-11.35,41.06,-400.00
T,S,-0.00,0.04,1.03,11.78,12.45,-4.52,-11.30,41.50,-400.00
T,S,0.00,0.06,1.07,14.95,11.41,-4.88,-11.30,41.50,-400.00
T,S,0.01,0.05,1.04,11.47,2.99,-2.38,-11.30,41.50,-400.00
T,S,-0.02,0.02,1.06,7.87,-0.49,0.18,-11.30,41.50,-400.00
T,S,-0.02,0.02,1.04,-0.06,1.83,-1.28,-11.85,41.54,-400.00
T,S,-0.01,0.02,1.05,-0.49,-2.38,-1.71,-11.85,41.54,-400.00
T,S,-0.02,0.03,0.98,-2.14,-13.92,-1.46,-11.85,41.54,-400.00
T,S,-0.02,0.04,0.94,1.83,-14.65,-0.79,-12.12,41.38,-400.00
T,S,-0.02,0.05,0.92,-0.37,-9.64,2.01,-12.12,41.38,-400.00
T,S,-0.02,0.04,0.93,-0.37,3.11,4.09,-12.12,41.38,-400.00
T,S,-0.03,0.01,1.01,1.40,11.47,5.19,-11.67,41.30,-400.00
T,S,-0.02,0.00,1.05,4.82,3.30,3.42,-11.67,41.30,-400.00
T,S,-0.01,0.00,1.05,4.82,-1.53,2.81,-11.67,41.30,-400.00
T,S,-0.02,-0.00,1.00,3.54,-5.37,1.40,-11.67,41.30,-400.00
T,S,-0.01,0.02,1.01,8.36,-6.65,-1.71,-11.61,41.25,-400.00
T,S,-0.02,0.03,0.99,2.56,-5.25,-2.93,-11.61,41.25,-400.00
T,S,-0.02,0.06,0.95,4.58,-4.39,-2.69,-11.61,41.25,-400.00
T,S,-0.02,0.06,0.94,2.08,-3.11,0.98,-11.49,41.36,-400.00
T,S,-0.03,0.04,0.92,1.65,-2.26,3.17,-11.49,41.36,-400.00
T,S,-0.02,0.03,0.92,3.11,1.95,3.36,-11.49,41.36,-400.00
T,S,-0.01,0.00,0.94,7.63,4.70,4.03,-11.49,41.36,-400.00
T,S,-0.02,-0.01,0.95,7.69,5.00,2.08,-11.34,42.19,-400.00
T,S,-0.01,0.01,0.96,10.56,1.46,-1.77,-11.34,42.19,-400.00
T,S,-0.00,0.02,0.95,10.44,1.89,-1.89,-11.34,42.19,-400.00
T,S,0.00,0.03,0.96,13.85,7.32,-0.37,-11.84,41.46,-400.00
T,S,0.01,0.01,1.01,13.67,11.54,1.65,-11.84,41.46,-400.00
T,S,0.00,-0.01,1.01,13.06,9.89,1.83,-11.84,41.46,-400.00
T,S,-0.01,-0.02,1.04,15.56,9.09,-0.12,-11.36,41.60,-400.00
T,S,-0.02,0.01,1.07,13.37,4.09,-6.47,-11.36,41.60,-400.00
T,S,-0.02,0.07,1.04,5.37,-4.15,-7.57,-11.36,41.60,-400.00
T,S,-0.02,0.09,1.00,-0.18,-9.89,-2.50,-11.36,41.60,-400.00
T,S,-0.03,0.06,0.93,-1.34,-9.64,1.34,-11.38,40.63,-400.00
T,S,-0.03,0.01,0.93,-3.91,-1.04,5.86,-11.38,40.63,-400.00
T,S,-0.03,-0.01,0.92,-1.46,4.88,3.85,-11.38,40.63,-400.00
T,S,-0.02,0.00,0.97,3.85,6.96,2.50,-11.63,41.22,-400.00
T,S,-0.01,0.00,1.00,4.33,9.34,1.89,-11.63,41.22,-400.00
T,S,-0.01,-0.01,1.05,5.74,6.59,2.99,-11.63,41.22,-400.00
T,S,-0.01,-0.01,1.04,2.99,-1.71,1.28,-11.63,41.22,-400.00
T,S,-0.00,-0.01,1.02,3.78,-4.76,0.55,-10.82,41.08,-400.00
T,S,-0.01,-0.00,0.97,3.48,-6.10,-1.65,-10.82,41.08,-400.00
T,S,-0.02,0.02,0.95,9.70,-5.13,-3.97,-10.82,41.08,-400.00
T,S,-0.01,0.03,0.95,13.24,-1.77,-3.42,-11.18,41.74,-400.00
T,S,-0.01,0.05,0.96,8.97,0.06,-2.01,-11.18,41.74,-400.00
T,S,-0.01,0.02,0.98,10.01,3.42,1.77,-11.18,41.74,-400.00
T,S,-0.01,-0.01,1.02,12.76,3.97,2.01,-11.18,41.74,-400.00
T,S,-0.01,-0.01,1.03,10.74,1.40,0.61,-11.80,41.42,-400.00
T,S,-0.01,0.01,0.97,4.52,-5.62,-2.01,-11.80,41.42,-400.00
T,S,-0.01,0.02,0.96,5.80,-6.53,-0.85,-11.80,41.42,-400.00
T,S,-0.01,0.02,0.93,4.09,-2.26,1.65,-11.54,41.38,-400.00
T,S,-0.01,0.00,0.95,5.07,-0.12,2.62,-11.54,41.38,-400.00
T,S,-0.01,-0.01,0.95,3.36,2.32,3.23,-11.54,41.38,-400.00
T,S,-0.00,-0.02,0.97,1.83,1.59,3.05,-11.24,41.17,-400.00
T,S,-0.00,-0.02,0.95,15.44,-2.08,2.38,-11.24,41.17,-400.00
T,S,0.00,-0.03,0.93,1.77,-2.08,2.08,-11.24,41.17,-400.00
T,S,0.01,-0.03,0.93,2.99,3.23,1.77,-11.24,41.17,-400.00
T,S,-0.00,-0.03,0.97,0.92,10.62,1.10,-11.19,41.55,-400.00
T,S,0.00,-0.03,1.00,0.12,11.47,0.37,-11.19,41.55,-400.00
T,S,-0.01,-0.02,1.04,-2.50,5.92,-0.18,-11.19,41.55,-400.00
T,S,0.00,-0.01,1.00,-2.93,-2.81,-1.28,-11.28,41.27,-400.00
T,S,0.00,-0.01,0.98,0.55,-5.43,-0.18,-11.28,41.27,-400.00
T,S,-0.02,-0.02,0.97,-2.44,-3.42,-0.73,-11.28,41.27,-400.00
T,S,-0.02,0.00,0.96,-7.14,3.05,-3.85,-11.28,41.27,-400.00
T,S,-0.03,0.04,1.01,-1.53,5.13,-5.19,-11.15,41.64,-400.00
T,S,-0.03,0.06,1.00,14.89,-1.34,-4.09,-11.15,41.64,-400.00
T,S,-0.03,0.06,1.00,1.95,-2.08,-2.26,-11.15,41.64,-400.00
T,S,-0.04,0.03,1.00,0.73,-0.12,-0.31,-10.95,41.04,-400.00
T,S,-0.04,0.04,1.00,-1.53,0.49,-1.40,-10.95,41.04,-400.00
T,S,-0.03,0.05,0.98,-2.62,-1.40,-1.83,-10.95,41.04,-400.00
T,S,-0.01,0.04,0.99,2.56,-3.48,1.46,-10.72,40.59,-400.00
T,S,-0.03,-0.01,0.96,1.46,-0.12,3.36,-10.72,40.59,-400.00
T,S,-0.03,-0.02,0.96,6.23,2.75,-2.69,-10.72,40.59,-400.00
T,S,-0.02,0.03,0.99,7.69,2.08,-4.88,-10.72,40.59,-400.00
T,S,-0.02,0.05,0.96,4.27,-0.37,-4.21,-10.96,41.08,-400.00
T,S,-0.03,0.04,0.96,7.93,-2.69,-1.71,-10.96,41.08,-400.00
T,S,-0.04,0.03,0.95,7.14,-0.37,-1.65,-10.96,41.08,-400.00
T,S,0.09,-0.02,0.92,9.34,1.16,-2.69,-11.16,40.78,-400.00
T,S,-0.24,-0.06,1.07,52.06,14.53,-3.78,-11.16,40.78,-400.00
T,S,-0.00,0.11,0.96,-10.13,-4.39,-17.27,-11.16,40.78,-400.00
T,S,0.01,0.11,0.83,-21.97,-3.78,-7.39,-11.16,40.78,-400.00
T,S,-0.01,0.03,1.06,4.27,2.08,6.96,-11.19,41.05,-400.00
T,S,-0.03,-0.03,0.89,-24.84,2.08,7.14,-11.19,41.05,-400.00
T,S,-0.03,-0.03,0.95,1.59,4.70,0.00,-11.19,41.05,-400.00
T,S,-0.01,0.01,1.00,-2.62,3.60,-2.56,-11.06,41.17,-400.00
T,S,-0.01,0.03,1.00,-2.20,0.37,-2.20,-11.06,41.17,-400.00
T,S,-0.03,0.02,0.96,-4.52,-3.05,-0.43,-11.06,41.17,-400.00
T,S,-0.03,0.02,0.93,13.79,-2.38,-2.69,-11.06,41.17,-400.00
T,S,-0.02,0.03,0.95,8.54,-0.43,-3.97,-10.78,40.66,-400.00
T,S,-0.02,0.04,0.98,10.93,4.46,-4.27,-10.78,40.66,-400.00
T,S,-0.03,0.05,1.00,3.91,5.68,-2.69,-10.78,40.66,-400.00
T,S,-0.03,0.04,0.99,1.16,3.17,-1.71,-10.95,40.25,-400.00
T,S,-0.03,0.03,1.00,2.87,-2.14,-0.18,-10.95,40.25,-400.00
T,S,-0.03,0.02,0.96,0.24,-0.61,0.49,-10.95,40.25,-400.00
T,S,-0.03,0.02,0.96,3.11,3.11,-0.79,-11.16,40.26,-400.00
T,S,-0.01,0.02,0.99,7.20,5.13,-1.10,-11.16,40.26,-400.00
T,S,-0.02,0.02,1.03,6.77,6.77,-0.92,-11.16,40.26,-400.00
T,S,-0.03,0.03,1.01,4.94,1.65,-1.71,-11.16,40.26,-400.00
T,S,-0.02,0.04,1.01,8.12,-2.99,-2.38,-11.47,40.53,-400.00
T,S,-0.01,0.05,0.99,6.47,-3.11,-1.46,-11.47,40.53,-400.00
T,S,-0.01,0.02,0.96,4.64,0.24,1.46,-11.47,40.53,-400.00
T,S,-0.02,-0.00,1.00,5.92,4.52,1.16,-11.60,39.98,-400.00
T,S,-0.02,0.00,0.98,3.60,4.27,-0.49,-11.60,39.98,-400.00
T,S,-0.01,0.02,1.03,9.70,1.04,-2.62,-11.60,39.98,-400.00
T,S,-0.01,0.03,1.00,0.98,-3.11,-1.16,-11.60,39.98,-400.00
T,S,-0.01,0.02,0.98,1.28,-6.71,-0.85,-11.30,40.56,-400.00
T,S,-0.01,0.02,0.98,-1.22,-7.39,-1.10,-11.30,40.56,-400.00
T,S,-0.03,0.04,0.94,-7.93,-7.45,-2.75,-11.30,40.56,-400.00
T,S,-0.02,0.05,0.93,-1.53,-7.57,-3.36,-11.13,40.75,-400.00
T,S,-0.02,0.05,0.93,1.83,-6.35,-1.28,-11.13,40.75,-400.00
T,S,-0.04,0.04,0.89,1.71,-4.58,-0.73,-11.13,40.75,-400.00
T,S,-0.03,0.03,0.92,8.42,4.52,-1.04,-11.21,40.93,-400.00
T,S,-0.03,0.03,0.97,8.79,11.54,-0.24,-11.21,40.93,-400.00
T,S,-0.02,0.02,1.00,10.31,12.39,-0.37,-11.21,40.93,-400.00
T,S,-0.01,0.02,1.08,8.85,9.83,-0.85,-11.21,40.93,-400.00
T,S,-0.03,0.02,1.04,0.00,0.67,-0.73,-11.84,40.75,-400.00
T,S,-0.03,0.03,1.03,0.49,-7.87,-2.20,-11.84,40.75,-400.00
T,S,-0.02,0.04,0.98,-2.32,-8.42,-1.53,-11.84,40.75,-400.00
T,S,-0.03,0.04,0.94,-4.82,-4.58,0.92,-11.43,40.21,-400.00
T,S,-0.03,0.03,0.93,-2.20,0.18,0.85,-11.43,40.21,-400.00
T,S,-0.03,0.03,0.95,3.30,4.39,0.06,-11.43,40.21,-400.00
T,S,-0.03,0.03,0.97,6.41,5.07,-0.12,-11.43,40.21,-400.00
T,S,-0.02,0.03,0.99,10.13,2.93,-1.89,-11.49,40.66,-400.00
T,S,-0.02,0.04,0.99,4.94,2.20,-1.83,-11.49,40.66,-400.00
T,S,-0.02,0.04,0.98,2.01,1.28,-0.92,-11.49,40.66,-400.00
T,S,-0.03,0.03,0.97,4.58,-1.71,-0.06,-11.50,41.17,-400.00
T,S,-0.02,0.03,0.97,3.97,-0.98,-0.73,-11.50,41.17,-400.00
T,S,-0.02,0.03,0.96,2.93,1.65,-1.10,-11.50,41.17,-400.00
T,S,-0.02,0.04,0.99,3.97,3.11,-1.04,-11.50,41.17,-400.00
T,S,-0.02,0.03,0.99,1.22,3.78,-0.85,-11.23,41.02,-400.00
T,S,-0.02,0.03,1.03,4.46,2.50,-1.10,-11.23,41.02,-400.00
T,S,-0.02,0.03,1.02,2.44,-1.71,-1.77,-11.23,41.02,-400.00
T,S,-0.02,0.04,1.02,3.42,-3.72,-2.26,-11.36,40.30,-400.00
T,S,-0.02,0.05,0.99,-3.30,-4.76,-1.28,-11.36,40.30,-400.00
T,S,-0.03,0.04,0.96,-1.89,-3.72,0.67,-11.36,40.30,-400.00
T,S,-0.03,0.04,0.96,0.24,-2.56,0.61,-11.55,40.93,-400.00
T,S,-0.03,0.04,0.95,2.75,0.18,-0.73,-11.55,40.93,-400.00
T,S,-0.02,0.04,0.98,8.48,2.99,-1.46,-11.55,40.93,-400.00
T,S,-0.03,0.04,0.99,4.52,2.99,-1.04,-11.55,40.93,-400.00
T,S,-0.03,0.05,0.99,3.97,1.53,-1.04,-11.11,40.86,-400.00
T,S,-0.03,0.05,0.99,3.78,-0.61,-0.31,-11.11,40.86,-400.00
T,S,-0.03,0.03,0.97,5.19,-1.59,0.18,-11.11,40.86,-400.00
T,S,-0.03,0.03,0.97,4.21,0.31,-0.31,-11.24,40.77,-400.00
T,S,-0.03,0.03,0.96,5.55,1.40,-1.28,-11.24,40.77,-400.00
T,S,-0.02,0.04,0.99,7.75,4.64,-1.46,-11.24,40.77,-400.00
T,S,-0.02,0.04,1.02,8.48,4.70,-0.43,-11.24,40.77,-400.00
T,S,-0.02,0.03,1.01,5.74,2.08,-0.06,-11.07,41.30,-400.00
T,S,-0.02,0.03,1.00,3.78,-2.81,-0.79,-11.07,41.30,-400.00
T,S,-0.02,0.04,0.95,-0.55,-4.03,-1.65,-11.07,41.30,-400.00
T,S,-0.03,0.05,0.96,4.33,-2.38,-1.34,-10.96,40.81,-400.00
T,S,-0.02,0.06,0.96,1.59,-0.73,-0.67,-10.96,40.81,-400.00
T,S,-0.03,0.05,0.95,0.85,2.50,1.40,-10.96,40.81,-400.00
T,S,-0.02,0.03,0.99,3.05,5.13,1.34,-11.57,41.32,-400.00
T,S,-0.02,0.03,0.99,2.08,5.19,0.49,-11.57,41.32,-400.00
T,S,-0.02,0.02,1.00,4.33,3.48,-0.18,-11.57,41.32,-400.00
T,S,-0.03,0.02,0.99,6.35,-1.46,-1.53,-11.57,41.32,-400.00
T,S,-0.03,0.04,0.95,5.86,-2.14,-2.56,-11.17,40.92,-400.00
T,S,-0.03,0.04,0.97,6.96,0.31,-2.62,-11.17,40.92,-400.00
T,S,-0.03,0.05,0.97,3.48,4.64,-2.01,-11.17,40.92,-400.00
T,S,-0.03,0.05,1.00,4.21,5.62,-0.98,-11.85,41.21,-400.00
T,S,-0.02,0.05,1.02,1.34,4.88,0.73,-11.85,41.21,-400.00
T,S,-0.03,0.03,1.01,0.73,3.85,0.92,-11.85,41.21,-400.00
T,S,-0.03,0.02,1.02,4.21,0.31,-0.92,-11.85,41.21,-400.00
T,S,-0.03,0.04,1.00,1.04,-4.94,-3.60,-10.88,40.59,-400.00
T,S,-0.03,0.05,0.98,-2.62,-6.96,-2.81,-10.88,40.59,-400.00
T,S,-0.03,0.06,0.93,-3.48,-5.98,-1.46,-10.88,40.59,-400.00
T,S,-0.05,0.04,0.94,0.55,-0.06,-0.12,-11.87,40.75,-400.00
T,S,-0.05,0.05,0.97,1.65,3.05,-1.22,-11.87,40.75,-400.00
T,S,-0.05,0.07,0.98,1.28,2.44,-1.46,-11.87,40.75,-400.00
T,S,-0.03,0.07,0.98,0.67,-1.89,0.24,-11.87,40.75,-400.00
T,S,-0.04,0.06,0.93,0.61,-3.05,3.05,-11.32,40.44,-400.00
T,S,-0.04,0.05,0.96,5.55,1.65,3.36,-11.32,40.44,-400.00
T,S,-0.03,0.04,0.96,4.58,4.21,3.30,-11.32,40.44,-400.00
T,S,-0.04,0.03,1.01,5.92,3.42,2.01,-10.94,40.72,-400.00
T,S,-0.03,0.05,0.98,1.04,-3.36,0.43,-10.94,40.72,-400.00
T,S,-0.03,0.06,0.97,-1.34,-4.82,1.83,-10.94,40.72,-400.00
T,S,-0.04,0.05,0.92,-0.98,-3.42,1.95,-11.36,40.70,-400.00
T,S,-0.04,0.05,0.95,6.10,2.50,0.37,-11.36,40.70,-400.00
T,S,-0.04,0.07,0.98,7.69,5.92,-0.98,-11.36,40.70,-400.00
T,S,-0.04,0.07,1.00,9.46,5.68,-0.79,-11.36,40.70,-400.00
T,S,-0.04,0.07,1.01,5.25,0.98,0.49,-11.15,40.22,-400.00
T,S,-0.04,0.06,0.93,2.81,-6.04,1.04,-11.15,40.22,-400.00
T,S,-0.04,0.06,0.92,7.45,-1.83,0.24,-11.15,40.22,-400.00
T,S,-0.03,0.06,0.92,6.47,2.93,0.49,-11.25,40.33,-400.00
T,S,-0.03,0.05,0.97,9.09,10.50,1.10,-11.25,40.33,-400.00
T,S,-0.03,0.05,1.01,5.49,9.58,1.16,-11.25,40.33,-400.00
T,S,-0.02,0.05,1.01,3.36,1.77,1.28,-11.25,40.33,-400.00
T,S,-0.01,0.05,0.98,1.40,-1.34,2.69,-11.17,40.16,-400.00
T,S,-0.00,0.01,0.97,-0.18,-0.79,5.62,-11.17,40.16,-400.00
T,S,-0.02,-0.02,0.92,0.79,4.46,2.14,-11.17,40.16,-400.00
T,S,-0.02,-0.01,0.96,9.16,6.29,-1.89,-11.66,39.79,-400.00
T,S,-0.00,0.05,0.99,10.80,8.54,-5.86,-11.66,39.79,-400.00
T,S,-0.00,0.08,1.04,10.68,7.20,-3.17,-11.66,39.79,-400.00
T,S,-0.01,0.05,1.02,5.13,1.65,1.04,-11.58,40.33,-400.00
T,S,-0.02,0.03,1.02,5.19,-0.43,2.08,-11.58,40.33,-400.00
T,S,-0.02,0.01,0.98,3.48,-3.42,0.85,-11.58,40.33,-400.00
T,S,-0.02,0.03,0.96,5.19,-1.34,-2.56,-11.58,40.33,-400.00
T,S,-0.02,0.05,0.97,5.80,4.39,-2.20,-11.67,40.43,-400.00
T,S,-0.02,0.05,1.00,5.74,6.10,-0.98,-11.67,40.43,-400.00
T,S,-0.03,0.04,1.03,2.26,4.52,0.18,-11.67,40.43,-400.00
T,S,-0.03,0.05,1.02,1.10,-2.01,-0.73,-11.00,40.66,-400.00
T,S,-0.03,0.05,0.99,0.85,-4.76,-0.61,-11.00,40.66,-400.00
T,S,-0.04,0.05,0.93,3.91,-5.43,0.06,-11.00,40.66,-400.00
T,S,-0.03,0.04,0.95,9.58,2.56,0.06,-11.00,40.66,-400.00
T,S,-0.03,0.04,0.99,8.97,9.77,-0.37,-11.90,40.37,-400.00
T,S,-0.02,0.04,1.03,9.16,9.16,-0.61,-11.90,40.37,-400.00
T,S,-0.02,0.04,1.01,3.54,3.05,-0.37,-11.90,40.37,-400.00
T,S,-0.02,0.04,1.00,6.41,-3.66,-1.10,-11.32,40.45,-400.00
T,S,-0.02,0.04,0.97,5.68,-6.16,-1.77,-11.32,40.45,-400.00
T,S,-0.01,0.05,0.94,5.43,-4.58,-1.22,-11.32,40.45,-400.00
T,S,-0.02,0.04,0.94,1.34,1.04,-0.06,-11.32,40.45,-400.00
T,S,-0.02,0.03,0.94,0.79,2.99,0.18,-11.67,40.91,-400.00
T,S,-0.01,0.03,0.95,1.77,2.56,-0.06,-11.67,40.91,-400.00
T,S,0.00,0.02,0.94,2.32,0.98,-0.49,-11.67,40.91,-400.00
T,S,-0.01,0.01,0.94,4.52,1.83,-1.16,-11.45,40.72,-400.00
T,State changed to: T
T,T,-0.02,0.01,0.94,2.01,4.39,-3.11,-11.45,40.72,-400.00
T,T,-0.02,0.02,0.95,1.89,5.00,-4.46,-11.45,40.72,-400.00
T,T,-0.02,0.05,0.96,-1.16,3.60,-4.88,-11.01,41.30,-400.00
T,T,-0.02,0.06,0.95,-0.73,1.83,-3.85,-11.01,41.30,-400.00
T,T,-0.01,0.07,0.96,-0.73,5.19,-0.98,-11.01,41.30,-400.00
T,T,0.00,0.03,0.94,0.61,7.45,1.16,-11.01,41.30,-400.00
T,T,-0.01,-0.01,1.05,2.38,14.65,0.12,-11.21,41.31,-400.00
T,T,-0.00,0.03,1.07,-0.67,14.34,-5.98,-11.21,41.31,-400.00
T,T,0.00,0.06,1.07,4.03,7.93,-6.59,-11.21,41.31,-400.00
T,T,-0.01,0.09,1.13,9.03,1.77,-5.00,-11.60,41.06,-400.00
T,T,-0.02,0.09,1.14,-5.86,8.61,-0.85,-11.60,41.06,-400.00
T,T,0.01,0.07,1.20,-10.38,11.47,3.11,-11.60,41.06,-400.00
T,T,0.01,0.05,1.20,-11.54,7.81,5.19,-11.60,41.06,-400.00
T,T,0.01,0.02,1.21,-6.04,4.52,6.77,-11.63,40.95,-400.00
T,T,0.03,0.02,1.36,-0.18,8.12,5.37,-11.63,40.95,-400.00
T,T,0.02,0.04,1.37,-31.25,3.60,4.70,-11.63,40.95,-400.00
T,T,-0.01,0.08,1.29,-35.77,-0.85,3.78,-11.00,40.36,-400.00
T,T,-0.02,0.11,1.21,-19.71,-13.18,2.32,-11.00,40.36,-400.00
T,T,0.01,0.09,1.21,1.77,-13.73,7.39,-11.00,40.36,-400.00
T,T,0.01,0.07,1.18,1.83,-7.32,12.94,-10.51,39.33,-400.00
T,T,-0.00,0.01,1.18,16.30,8.18,12.76,-10.51,39.33,-400.00
T,T,0.05,-0.01,1.37,35.40,23.13,8.12,-10.51,39.33,-400.00
T,T,0.02,-0.01,1.43,31.19,18.25,1.83,-10.51,39.33,-400.00
T,T,0.02,0.01,1.46,31.25,8.54,-3.23,-9.05,38.39,-400.00
T,T,0.01,0.12,1.50,8.85,-8.91,-7.39,-9.05,38.39,-400.00
T,T,0.01,0.18,1.37,-22.64,-23.01,-2.81,-9.05,38.39,-400.00
T,T,0.00,0.16,1.25,-20.81,-38.57,7.93,-8.18,37.26,-400.00
T,T,-0.01,0.09,1.07,-2.50,-40.83,10.13,-8.18,37.26,-400.00
T,T,-0.02,0.07,1.10,11.47,-15.99,9.83,-8.18,37.26,-400.00
T,T,0.00,0.09,1.05,10.74,23.74,7.57,-8.18,37.26,-400.00
T,T,0.01,0.08,1.16,38.33,33.87,4.64,-6.04,37.54,-400.00
T,T,0.00,0.07,1.52,73.43,26.18,0.73,-6.04,37.54,-400.00
T,T,0.01,0.12,1.41,20.45,-15.81,-4.27,-6.04,37.54,-400.00
T,T,-0.02,0.15,1.07,10.62,-58.11,-3.91,-4.60,36.73,-400.00
